WKT,nama,deskripsi
"POLYGON ((106.8509112 -6.2328801, 106.8507395 -6.2331467, 106.8506537 -6.2337013, 106.8508897 -6.2344479, 106.8516837 -6.2349492, 106.8524991 -6.2355998, 106.8526707 -6.236261, 106.852542 -6.236677, 106.852027 -6.238842, 106.8517266 -6.2397166, 106.8518661 -6.2401219, 106.8527244 -6.2420949, 106.8539475 -6.2420416, 106.8533466 -6.241423, 106.8530355 -6.2403885, 106.8529068 -6.2397379, 106.8531535 -6.2387887, 106.8536149 -6.2370823, 106.8536578 -6.2359837, 106.8533252 -6.2346612, 106.8528424 -6.2346612, 106.8526385 -6.233648, 106.8524132 -6.2334987, 106.8513403 -6.2334667, 106.851394 -6.2330508, 106.8509112 -6.2328801))",Tebet Eco Park,
