WKT,nama,deskripsi
"POLYGON ((106.8247033 -6.3085061, 106.8248213 -6.3083462, 106.8252826 -6.3079943, 106.8254006 -6.3074611, 106.8252934 -6.3067999, 106.8246711 -6.3064587, 106.8243385 -6.3063414, 106.8235982 -6.3063733, 106.8228794 -6.3064693, 106.8222249 -6.3066399, 106.8211306 -6.3065653, 106.8206585 -6.3062987, 106.8205941 -6.3058508, 106.820004 -6.3057122, 106.8188561 -6.3053816, 106.8179656 -6.3052323, 106.8162811 -6.305019, 106.8162168 -6.3052856, 106.8163026 -6.3058828, 106.8165386 -6.3063414, 106.8169463 -6.3067466, 106.8168176 -6.307557, 106.816485 -6.3079623, 106.8160129 -6.3079409, 106.8158949 -6.3084208, 106.8156803 -6.3096152, 106.8158627 -6.3101164, 106.8162168 -6.3106176, 106.8173004 -6.3104576, 106.8175793 -6.3101697, 106.817751 -6.3107882, 106.8177188 -6.311556, 106.8176544 -6.3122918, 106.817751 -6.3148404, 106.8172575 -6.3151497, 106.8164528 -6.3151817, 106.816367 -6.3158748, 106.816603 -6.316216, 106.817472 -6.3163547, 106.8177403 -6.3160987, 106.8180836 -6.3161734, 106.8182445 -6.3163653, 106.8186415 -6.316504, 106.8189526 -6.3166852, 106.8191887 -6.3169198, 106.8190706 -6.3171971, 106.8195534 -6.3172931, 106.8204332 -6.3173784, 106.8207336 -6.3174637, 106.8219245 -6.3175064, 106.8235338 -6.3173357, 106.8237377 -6.3174637, 106.8237484 -6.3177196, 106.8247676 -6.3177196, 106.8247569 -6.3172078, 106.8249071 -6.3169838, 106.8252183 -6.3151923, 106.8255079 -6.3128783, 106.8257869 -6.3112787, 106.8260551 -6.3112894, 106.8265057 -6.3115133, 106.8267418 -6.3107349, 106.8269241 -6.3098071, 106.8269671 -6.3092633, 106.8270422 -6.3086767, 106.8267096 -6.3087087, 106.826216 -6.3086448, 106.8247033 -6.3085061))",Kebun Binatang Ragunan ,
