WKT,nama,deskripsi
"POLYGON ((106.7790495 -6.3161071, 106.7706579 -6.3574494, 106.7576116 -6.3577906, 106.7479986 -6.3615439, 106.7328924 -6.3605203, 106.7236227 -6.3605203, 106.7181295 -6.3605203, 106.7198461 -6.3673445, 106.7170995 -6.3820161, 106.7212194 -6.3942989, 106.7291158 -6.4014638, 106.7308324 -6.4120403, 106.7373556 -6.4256872, 106.7352956 -6.4366044, 106.7394155 -6.4492271, 106.7404455 -6.4406982, 106.7514318 -6.4393336, 106.7651647 -6.4406982, 106.788854 -6.4413806, 106.7957204 -6.4420629, 106.7981237 -6.4502505, 106.8087667 -6.4526386, 106.8180364 -6.4430863, 106.8341726 -6.4437686, 106.8386358 -6.4567323, 106.8448156 -6.4447921, 106.8434423 -6.4383101, 106.8520254 -6.4369455, 106.8571752 -6.4505917, 106.8623251 -6.4587792, 106.8695348 -6.4567323, 106.8777746 -6.4570735, 106.8825811 -6.4529797, 106.884641 -6.4434275, 106.8901342 -6.437969, 106.8959707 -6.4277342, 106.8983739 -6.4198873, 106.9052404 -6.4127227, 106.9110769 -6.407605, 106.9110769 -6.4011226, 106.9117635 -6.3942989, 106.9066137 -6.3956637, 106.8983739 -6.3932754, 106.9004339 -6.3902047, 106.9062704 -6.3874751, 106.9073003 -6.3721213, 106.9153487 -6.3642195, 106.9062704 -6.3615439, 106.9018072 -6.3710977, 106.8870443 -6.3687093, 106.8678182 -6.3550609, 106.8566405 -6.3498886, 106.8504607 -6.3410169, 106.8394743 -6.3437467, 106.8350111 -6.353642, 106.8128866 -6.3591555, 106.795529 -6.3635371, 106.7929739 -6.3547197, 106.7940038 -6.3424359, 106.8047987 -6.329074, 106.8056768 -6.3171849, 106.7953771 -6.3165024, 106.7790495 -6.3161071))",Kota Depok,
